번호,구분,근거,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,WGS84위도,WGS84경도,화장실소유구분,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
2263,공중화장실,법제3조제13호,아지동 야구장,경상북도 영주시 아지동 산20-8,경상북도 영주시 아지동 산20-8,1,1,0,1,0,0,2,1,0,가흥2동 행정복지센터,054-639-3811,상시,,,36.849661,128.592207,공공기관-지방자치단체,수거식,N,Y,장애인화장실+여자화장실,N,N,없음,,2024-06-07
2264,공중화장실,법제3조제16호-영제3조제1항제6호,아지 청소년 야영장,경상북도 영주시 회헌로 433-1,경상북도 영주시 아지동 147-2,2,2,1,0,0,0,2,1,0,가흥2동 행정복지센터,054-639-6364,상시,,,36.863108,128.601128,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-06-07
2265,공중화장실,법제3조제16호-영제3조제1항제1호,단산면 주민자치센터,경상북도 영주시 단산면 옥대로 36,경상북도 영주시 단산면 옥대리 199-3,1,1,0,0,0,0,1,0,0,단산면 행정복지센터,054-639-7667,상시,,,36.951314,128.619389,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2266,공중화장실,법제3조제16호-영제3조제1항제1호,단산면사무소,경상북도 영주시 단산면 옥대로 36,경상북도 영주시 단산면 옥대리 199-3,3,3,1,0,0,0,2,0,0,단산면 행정복지센터,054-639-7667,상시,,,36.951314,128.619389,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2267,공중화장실,법제3조제16호-영제3조제1항제1호,단산면 치안센터,경상북도 영주시 단산면 옥대로 34,경상북도 영주시 단산면 옥대리 198-3,0,1,0,0,0,0,1,0,0,단산면 행정복지센터,054-633-5112,상시,,,36.951146,128.619196,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2268,공중화장실,법제3조제17호-영제3조제2항제1호,단산우체국,경상북도 영주시 단산면 아호로 31,경상북도 영주시 단산면 옥대리 171-15,0,0,0,0,0,0,1,0,0,단산면 행정복지센터,054-633-4600,상시,,,36.950128,128.618215,공공기관-국가공공기관,수세식,N,N,없음,N,N,없음,,2024-06-07
2269,공중화장실,법제3조제16호-영제3조제1항제1호,구구보건진료소,경상북도 영주시 단산면 구구로 22-17,경상북도 영주시 단산면 구구리 893-2,0,1,0,0,0,0,1,0,0,영주시청 보건위생과,054-637-0903,상시,,,36.900077,128.603147,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2270,공중화장실,법제3조제16호-영제3조제1항제1호,단산면 보건지소,경상북도 영주시 단산면 옥대로 32,경상북도 영주시 단산면 옥대리 175-3,1,1,1,0,0,0,1,0,0,영주시청 보건위생과,054-633-5109,상시,,,36.951028,128.618806,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2271,공중화장실,법제3조제16호-영제3조제1항제1호,봉현면 치안센터,경상북도 영주시 봉현면 노좌로 21,경상북도 영주시 봉현면 노좌리 193-3,0,1,0,0,0,0,1,0,0,봉현면 치안센터,054-637-3112,상시,,,36.794416,128.501044,공공기관-국가공공기관,수세식,N,N,없음,N,N,없음,,2024-06-07
2272,공중화장실,법제3조제16호-영제3조제1항제1호,봉현우체국,경상북도 영주시 봉현면 노좌로 20,경상북도 영주시 봉현면 노좌리 193-5,0,1,0,0,0,0,1,0,0,봉현우체국,054-637-5600,상시,,,36.794109,128.501394,공공기관-국가공공기관,수세식,N,N,없음,N,N,없음,,2024-06-07
2273,공중화장실,법제3조제16호-영제3조제1항제1호,희방사 입구,경상북도 영주시 풍기읍 죽령로 1720번길 76,경상북도 영주시 풍기읍 수철리 산86-51,2,4,1,1,0,0,3,1,0,소백산국립공원사무소,054-638-6196,상시,,,36.90977,128.459075,민간소유-법인,수세식,N,N,없음,N,N,없음,,2024-06-07
2274,공중화장실,법제3조제16호-영제3조제1항제1호,국립공원관리사무소,경상북도 영주시 풍기읍 죽령로 1720번길 76,경상북도 영주시 풍기읍 수철리 산86-51,1,1,1,1,0,0,3,1,0,소백산국립공원사무소,054-638-6196,상시,,,36.90977,128.459075,공공기관-국가공공기관,수세식,N,N,없음,N,N,없음,,2024-06-07
2275,공중화장실,법제3조제16호-영제3조제1항제1호,소백산자락길,경상북도 영주시 풍기읍 죽령로 1513번길 109-15,경상북도 영주시 풍기읍 수철리 산50-2,1,0,0,0,0,0,1,0,0,소백산국립공원사무소,054-638-6196,상시,,,26.893669,128.459423,공공기관-국가공공기관,수세식,N,N,없음,N,N,없음,,2024-06-07
2276,공중화장실,법제3조제17호-영제3조제2항제1호,대박시장 내 화장실,경상북도 영주시 중앙로 80번길 33-12,경상북도 영주시 하망동 364-30,0,0,0,0,0,0,6,0,0,소백쇼핑몰,,상시,,,36.823489,128.62617,민간소유-개인,수세식,N,N,없음,N,N,없음,,2024-06-07
2277,공중화장실,법제3조제17호-영제3조제2항제1호,대박시장 안 화장실,경상북도 영주시 중앙로 80번길 33-12,경상북도 영주시 하망동 364-30,4,3,0,0,0,0,6,0,0,공설시장 자치번영회,,상시,,,36.823489,128.62617,민간소유-개인,수세식,N,N,없음,N,N,없음,,2024-06-07
2278,공중화장실,법제3조제5호,금곡2리 마을앞 화장실,,경상북도 영덕군 병곡면 금곡리 51-2,0,2,0,0,0,0,1,0,0,병곡면사무소,054-730-7805,상시,,,36.641093,129.419972,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2279,공중화장실,법제3조제5호,백석2리 화장실,,경상북도 영덕군 병곡면 백석리 84-12,2,4,0,0,0,0,3,0,0,병곡면사무소,054-730-7805,상시,,,36.626113,129.413819,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2280,공중화장실,법제3조제5호,백석1리 간이해수욕장,경상북도 영덕군 병곡면 흰돌로 138,,3,5,0,0,0,0,3,0,0,병곡면사무소,054-730-7805,상시,,,36.617007,129.411935,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2281,공중화장실,법제3조제5호,병곡2리 방파제 옆,경상북도 영덕군 병곡면 병곡1길 66,,4,6,0,0,0,0,3,0,0,병곡면사무소,054-730-7805,상시,,,36.601384,129.415204,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2282,공중화장실,법제3조제2호,병곡1리 고래불해수욕장,경상북도 영덕군 병곡면 고래불로 394,,17,19,1,1,0,0,15,1,0,병곡면사무소,054-730-7805,상시,,,36.598572,129.410389,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2283,공중화장실,법제3조제5호,덕천리 해수욕장,,경상북도 영덕군 병곡면 덕천리 1-59,14,16,1,1,0,0,9,1,0,병곡면사무소,054-730-7805,상시,,,36.567653,129.422917,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2284,공중화장실,법제3조제5호,영4리 해수욕장,경상북도 영덕군 병곡면 고래불로 334,,14,16,1,1,0,0,11,1,0,병곡면사무소,054-730-7805,상시,,,36.593344,129.409048,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2285,공중화장실,법제3조제2호,고래불해수욕장 돛단배모양,경상북도 영덕군 병곡면 고래불로 394,,6,8,1,1,0,0,9,1,0,병곡면사무소,054-730-7805,상시,,,36.600056,129.412171,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2286,공중화장실,법제3조제5호,병곡2리 어촌계공동작업장 옆,경상북도 영덕군 병곡면 병곡1길 83,,1,1,1,0,0,0,3,1,0,병곡면사무소,054-730-7805,상시,,,36.600095,129.41434,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-05-01
2287,공중화장실,법제3조제5호,금곡리 유금사 주차장,,경상북도 영덕군 병곡면 금곡리 850,0,2,0,0,0,0,1,0,0,병곡면사무소,054-730-7805,상시,,,36.646218,129.368146,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2288,공중화장실,법제3조제5호,송천리 활주로 옆,,경상북도 영덕군 병곡면 송천리 434-1,1,1,0,0,0,0,1,0,0,병곡면사무소,054-730-7805,상시,,,36.550217,129.400766,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2289,공중화장실,법제3조제5호,송천파크골프장 안,,경상북도 영덕군 병곡면 송천리  415-1,1,1,0,0,0,0,1,0,0,병곡면사무소,054-730-7805,상시,,,36.554008,129.403313,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2290,공중화장실,법제3조제5호,신기1리 노인게이트볼장,,경상북도 영덕군 창수면 신기리 56-7,0,1,0,0,0,0,1,0,0,창수면사무소,054-730-7904,상시,,,36.545634,129.349833,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2291,공중화장실,법제3조제5호,창수2리 야생화동산,,경상북도 영덕군 창수면 창수리 산 3-12,0,1,0,0,0,0,1,0,0,창수면사무소,054-730-7904,상시,,,36.604335,129.245575,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2292,공중화장실,법제3조제16호-영제3조제1항제1호,영덕읍사무소 화장실,경상북도 영덕군 영덕읍 우곡길 62,,2,2,0,0,0,0,2,0,0,영덕읍사무소,054-730-7108,정시,09:00~18:00,,36.409469,129.372798,공공기관-지방자치단체,수세식,N,N,없음,N,Y,여자화장실,,2024-05-01
2293,공중화장실,법제3조제16호-영제3조제1항제1호,강구면사무소 화장실,경상북도 영덕군 강구면 동해대로 4526,,2,2,0,0,0,0,2,0,0,강구면사무소,054-730-7203,정시,09:00~18:00,,36.36181,129.378678,공공기관-지방자치단체,수세식,N,N,없음,N,Y,여자화장실,,2024-05-01
2294,공중화장실,법제3조제16호-영제3조제1항제1호,남정면사무소 화장실,경상북도 영덕군 남정면 진불길 43,,2,2,0,0,0,0,2,0,0,남정면사무소,054-730-7305,정시,09:00~18:00,,36.285891,129.372506,공공기관-지방자치단체,수세식,N,N,없음,N,Y,여자화장실,,2024-05-01
2295,공중화장실,법제3조제16호-영제3조제1항제1호,달산면사무소 화장실,경상북도 영덕군 달산면 팔각산로 1829,,2,2,0,0,0,0,2,0,0,달산면사무소,054-730-7404,정시,09:00~18:00,,36.399078,129.30329,공공기관-지방자치단체,수세식,N,N,없음,N,Y,여자화장실,,2024-05-01
2296,공중화장실,법제3조제16호-영제3조제1항제1호,지품면사무소 화장실,경상북도 영덕군 지품면 경동로 7153,,2,2,0,0,0,0,2,0,0,지품면사무소,054-730-7503,정시,09:00~18:00,,36.448433,129.281839,공공기관-지방자치단체,수세식,N,N,없음,N,Y,여자화장실,,2024-05-01
2297,공중화장실,법제3조제16호-영제3조제1항제1호,축산면사무소 화장실,경상북도 영덕군 축산면 도곡길 67,,2,2,0,0,0,0,2,0,0,축산면사무소,054-730-7603,정시,09:00~18:00,,36.508922,129.414375,공공기관-지방자치단체,수세식,N,N,없음,N,Y,여자화장실,,2024-05-01
2298,공중화장실,법제3조제16호-영제3조제1항제1호,영해면사무소 화장실,경상북도 영덕군 영해면 예주3길 7,,2,2,0,0,0,0,2,0,0,영해면사무소,054-730-7703,정시,09:00~18:00,,36.537497,129.40722,공공기관-지방자치단체,수세식,N,N,없음,N,Y,여자화장실,,2024-05-01
2299,공중화장실,법제3조제16호-영제3조제1항제1호,병곡면사무소 화장실,경상북도 영덕군 병곡면 병곡길 72,,2,2,0,0,0,0,2,0,0,병곡면사무소,054-730-7805,정시,09:00~18:00,,36.602304,129.410722,공공기관-지방자치단체,수세식,N,N,없음,N,Y,여자화장실,,2024-05-01
2300,공중화장실,법제3조제16호-영제3조제1항제1호,창수면사무소 화장실,경상북도 영덕군 창수면 신기길 5,,2,2,0,0,0,0,2,0,0,창수면사무소,054-730-7904,정시,09:00~18:00,,36.546241,129.348272,공공기관-지방자치단체,수세식,N,N,없음,N,Y,여자화장실,,2024-05-01
2301,공중화장실,법제3조제16호-영제3조제1항제1호,영덕군 보건소,경상북도 영덕군 영덕읍 군청길 53,,2,2,2,2,0,0,2,2,0,영덕읍사무소,054-730-7108,정시,09:00~18:00,,36.413684,129.373626,공공기관-지방자치단체,수세식,N,N,없음,N,Y,여자화장실,,2024-05-01
2302,공중화장실,법제3조제16호-영제3조제1항제1호,영덕군 물관리사업소,경상북도 영덕군 영덕읍 경동로 8367,,2,2,2,0,0,0,2,2,0,영덕읍사무소,054-730-7108,정시,09:00~18:00,,36.418117,129.36756,공공기관-지방자치단체,수세식,N,N,없음,N,Y,여자화장실,,2024-05-01
2303,공중화장실,법제3조제16호-영제3조제1항제1호,영덕군 시설체육사업소(해맞이공원),경상북도 영덕군 영덕읍 해맞이길 254-70,,2,2,2,2,0,0,2,2,0,영덕읍사무소,054-730-7108,정시,09:00~18:00,,36.422466,129.419642,공공기관-지방자치단체,수세식,N,N,없음,N,Y,여자화장실,,2024-05-01
2304,공중화장실,법제3조제16호-영제3조제1항제1호,영덕군 시설체육사업소(군민운동장),경상북도 영덕군 영덕읍 강변길 290,,3,3,3,3,0,0,3,3,0,영덕읍사무소,054-730-7108,정시,09:00~18:00,,36.419453,129.36517,공공기관-지방자치단체,수세식,N,N,없음,N,Y,여자화장실,,2024-05-01
2305,공중화장실,법제3조제16호-영제3조제1항제1호,영덕군 농업기술센터,경상북도 영덕군 영덕읍 경동로 8113,,4,4,0,0,0,0,4,0,0,영덕읍사무소,054-730-7108,정시,09:00~18:00,,36.434616,129.358093,공공기관-지방자치단체,수세식,N,N,없음,N,Y,여자화장실,,2024-05-01
2306,공중화장실,법제3조제11호,덕곡리 경북광유 주유소,경상북도 영덕군 영덕읍 영덕로 247,,1,1,0,0,0,0,1,0,0,영덕읍사무소,054-730-7108,상시,,,36.41653,129.371748,민간소유-개인,수세식,N,N,없음,N,N,없음,,2024-05-01
2307,공중화장실,법제3조제3호,덕곡리 시외버스터미널,경상북도 영덕군 영덕읍 군청길 58,,3,5,0,0,0,0,4,0,0,영덕읍사무소,054-730-7108,상시,,,36.414444,129.372647,민간소유-법인,수세식,N,N,없음,N,N,없음,,2024-05-01
2308,공중화장실,법제3조제11호,화수리 금사주유소,경상북도 영덕군 영덕읍 영덕로 447,,2,2,0,0,0,0,2,0,0,영덕읍사무소,054-730-7108,상시,,,36.432927,129.379608,민간소유-개인,수세식,N,N,없음,N,N,없음,,2024-05-01
2309,공중화장실,법제3조제16호-영제3조제1항제1호,영주우체국,경상북도 영주시 중앙로 49,경상북도 영주시 영주동 423-1,10,13,0,0,0,0,7,0,0,영주우체국,054-639-7071,상시,,,36.821102,128.621552,공공기관-국가공공기관,수세식,N,N,없음,N,N,없음,,2024-06-07
2310,공중화장실,법제3조제16호-영제3조제1항제1호,"시민회관(본관,별관)",경상북도 영주시 선비로 213,경상북도 영주시 영주동 470-62,3,10,1,1,0,0,6,1,0,영주시민회관,054-634-3124,상시,,,36.8234895,128.62617,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2311,공중화장실,법제3조제16호-영제3조제1항제1호,영주시민회관(별관),경상북도 영주시 선비로 213,경상북도 영주시 영주동 470-62,3,7,1,1,0,0,5,1,0,영주시민회관,054-634-3124,상시,,,36.8234895,128.62617,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2312,공중화장실,법제3조제17호-영제3조제2항제1호,영주주유소,경상북도 영주시 선비로 197,경상북도 영주시 영주동 470-125,1,1,0,0,0,0,1,0,0,영주주유소,054-635-3308,상시,,,36.821762,128.618545,민간소유-개인,수세식,N,N,없음,N,N,없음,,2024-06-07
2313,공중화장실,법제3조제16호-영제3조제1항제1호,영주상공회의소,경상북도 영주시 선비로 182,경상북도 영주시 영주동 555-3,8,10,1,1,0,0,11,1,0,영주상공회의소,054-635-3308,상시,,,36.820624,128.61956,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2314,공중화장실,법제3조제17호-영제3조제2항제1호,성누가병원,경상북도 영주시 구성로 329,경상북도 영주시 영주동 536-4,15,14,1,1,0,0,11,1,0,성누가병원,054-639-9000,상시,,,36.823489,128.62617,민간소유-법인,수세식,N,N,없음,N,N,없음,,2024-06-07
2315,공중화장실,법제3조제16호-영제3조제1항제1호,충혼탑,경상북도 영주시 영봉로 89,경상북도 영주시 휴천동 1113,1,1,1,0,0,0,2,1,0,복지정책과,054-639-6292,상시,,,36.817261,128.647628,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2316,공중화장실,법제3조제16호-영제3조제1항제1호,영주시청 (농협 중앙회출장소),경상북도 영주시 시청로 1,경상북도 영주시 휴천동 470,2,3,0,0,0,0,2,0,0,농협중앙회,054-635-2021,상시,,,36.805529,128.624732,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2317,공중화장실,법제3조제16호-영제3조제1항제1호,종합시장2(번개시장),경상북도 영주시 선비로 79번길 40-12,경상북도 영주시 휴천동 305,0,0,0,0,0,0,7,1,0,번개시장,054-633-1089,상시,,,36.813251,128.622139,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2318,공중화장실,법제3조제16호-영제3조제1항제1호,종합시장1(번개시장),경상북도 영주시 선비로 79번길 40-12,경상북도 영주시 휴천동 305,3,4,0,0,0,0,0,0,0,번개시장,054-633-1089,상시,,,36.813251,128.622139,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2319,공중화장실,법제3조제17호-영제3조제2항제1호,한국국토정보공사 영주지사,경상북도 영주시 목민로 16,경상북도 영주시 휴천동 488-8,4,4,0,0,0,0,1,0,0,한국국토정보공사 영주지사,054-636-1600,상시,,,36.807387,128.622428,공공기관-국가공공기관,수세식,N,N,없음,N,N,없음,,2024-06-07
